Transaction ID,Product ID,Location ID,Transaction Type,Quantity,Unit Cost,Transaction Date,Reference Number,Created By User
TXN-00720,LIG-INS-028,RIO-002,ISSUE,-88,929.35,2/8/2025,PO-0011,Ella Fischer
TXN-00721,CAB-CLU-213,NAG-003,TRANSFER,-255,827.02,5/28/2025,PO-0081,Yuki Tanaka
TXN-00722,ELE-MAP-153,OSA-002,RECEIPT,178,1728.88,2/12/2025,PO-0084,Dmitri Fedorov
TXN-00723,QUA-GO/-116,DAL-003,TRANSFER,-385,812.58,6/26/2025,PO-0017,Samuel Wright
TXN-00724,CAB-WIN-013,SAO-001,TRANSFER,-154,209.48,4/24/2025,PO-0008,Victor Hugo
TXN-00725,PLA-BUM-019,FRA-003,TRANSFER,-205,540.75,2/24/2025,PO-0052,Sofia Garcia
TXN-00726,CAB-BAT-046,NEW-001,ISSUE,-55,1374.36,2/6/2025,PO-0027,Elena Rossi
TXN-00727,QUA-TES-100,SAO-001,ISSUE,-155,718,7/16/2025,PO-0097,Santiago Herrera
TXN-00728,PAC-WIR-040,DEL-002,ISSUE,-261,2460.75,5/22/2025,PO-0095,Diana Mihai
TXN-00729,ELE-IGN-176,TOK-001,RECEIPT,193,538.14,7/21/2025,PO-0013,Anna Petrova
TXN-00730,MEC-STU-132,NEW-001,ISSUE,-238,1933.96,5/11/2025,PO-0061,Yuki Tanaka
TXN-00731,PLA-BEZ-145,TOK-001,ISSUE,-56,2446.06,5/20/2025,PO-0048,Marie Dubois
TXN-00732,PLA-BOO-048,BER-001,TRANSFER,-228,1110.98,2/24/2025,PO-0006,Aditya Varma
TXN-00733,LIG-DAY-088,MUN-002,TRANSFER,-124,857.44,7/16/2025,PO-0088,Andreas Bauer
TXN-00734,PAC-WIR-040,BRA-003,ISSUE,-279,2460.75,7/12/2025,PO-0083,Samuel Kim
TXN-00735,QUA-COL-022,CHI-002,ISSUE,-233,297.42,2/21/2025,PO-0062,Igor Popov
TXN-00736,CAB-POW-039,HYD-003,TRANSFER,-472,1495.46,4/18/2025,PO-0032,Clara Weber
TXN-00737,LIG-SIG-110,CHI-002,TRANSFER,-34,1760.44,6/22/2025,PO-0010,Sophia Miller
TXN-00738,MEC-STU-132,DEL-002,TRANSFER,-227,1933.96,5/17/2025,PO-0013,Mateusz Kowalski
TXN-00739,TOO-SCR-170,NAG-003,TRANSFER,-426,252.01,4/6/2025,PO-0046,Sofia Garcia
TXN-00740,BRA-BRA-150,DEL-002,TRANSFER,-18,366.36,3/2/2025,PO-0095,Keiko Mori
TXN-00741,CAB-HEA-119,HYD-003,RECEIPT,441,1111.15,5/12/2025,PO-0006,Isla Thompson
TXN-00742,MEC-WAS-107,BRA-003,TRANSFER,-162,535.45,4/22/2025,PO-0076,Akira Kobayashi
TXN-00743,QUA-FEE-117,SAO-001,TRANSFER,-240,2091.54,7/10/2025,PO-0034,Emily Chan
TXN-00744,QUA-SUR-208,HYD-003,RECEIPT,104,1658.23,2/21/2025,PO-0096,Tariq Abdullah
TXN-00745,TOO-SOC-067,RIO-002,TRANSFER,-64,846.96,5/23/2025,PO-0069,Emily Wang
TXN-00746,BRA-WHE-002,BER-001,RECEIPT,16,1172.89,3/16/2025,PO-0084,Nikhil Rao
TXN-00747,MEC-BUS-118,NAG-003,ISSUE,-454,110.18,7/19/2025,PO-0096,Tariq Abdullah
TXN-00748,MEC-BEA-186,MUN-002,ISSUE,-326,2410.43,7/8/2025,PO-0047,Zara Khalid
TXN-00749,QUA-HEI-173,NAG-003,TRANSFER,-212,1728.8,4/19/2025,PO-0012,Grace O'Connor
TXN-00750,QUA-IMP-035,BAN-001,RECEIPT,67,2053.14,2/5/2025,PO-0090,Ines Costa
TXN-00751,QUA-WEI-220,BAN-001,RECEIPT,256,995.46,7/17/2025,PO-0019,Santiago Herrera
TXN-00752,MEC-PIN-062,BER-001,TRANSFER,-449,963.76,6/18/2025,PO-0025,Mohammed Ali
TXN-00753,TOO-CLA-078,SAO-001,ISSUE,-85,2354.26,6/2/2025,PO-0055,Emily Wang
TXN-00754,TOO-VER-030,HYD-003,RECEIPT,388,1708.35,7/30/2025,PO-0057,Zoey Martin
TXN-00755,PLA-DAS-121,BAN-001,ISSUE,-309,831.21,4/4/2025,PO-0026,Olivia Jones
TXN-00756,BRA-BRA-146,RIO-002,ISSUE,-36,1738.06,4/27/2025,PO-0002,Lucas Schmidt
TXN-00757,ELE-KNO-162,RIO-002,TRANSFER,-231,2284.58,5/18/2025,PO-0064,Neha Kapoor
TXN-00758,CAB-DOO-149,TOK-001,TRANSFER,-293,206.63,4/16/2025,PO-0005,Zoey Martin
TXN-00759,TOO-PUN-103,MUN-002,TRANSFER,-312,2029.74,7/7/2025,PO-0087,Zoey Martin
TXN-00760,CAB-CHO-060,NAG-003,RECEIPT,280,1105.28,2/5/2025,PO-0055,Noah Becker
TXN-00761,BRA-BRA-081,FRA-003,RECEIPT,147,859.67,7/16/2025,PO-0054,Yara Mahmoud
TXN-00762,TOO-VER-030,MUN-002,TRANSFER,-490,1708.35,7/16/2025,PO-0045,Ravi Shankar
TXN-00763,CAB-TAI-179,BER-001,RECEIPT,92,1938.18,4/15/2025,PO-0093,Ines Costa
TXN-00764,PLA-DAS-121,DAL-003,ISSUE,-128,831.21,6/10/2025,PO-0029,Leo Schneider
TXN-00765,ELE-IGN-176,DAL-003,TRANSFER,-446,538.14,7/19/2025,PO-0060,Grace O'Connor
TXN-00766,QUA-THE-076,NAG-003,TRANSFER,-209,648.05,5/18/2025,PO-0087,Santiago Herrera
TXN-00767,LIG-BRA-189,DAL-003,ISSUE,-419,1586.36,3/14/2025,PO-0080,Lea Zimmermann
TXN-00768,TOO-TES-073,NAG-003,TRANSFER,-54,1628.86,7/21/2025,PO-0062,Grace O'Connor
TXN-00769,QUA-HAR-045,NEW-001,RECEIPT,320,1665.67,6/6/2025,PO-0013,Mohamed Ben Salah
TXN-00770,MEC-WAS-107,MUN-002,ISSUE,-130,535.45,3/26/2025,PO-0072,Takeshi Yamamoto
TXN-00771,PLA-MUD-005,DAL-003,ISSUE,-192,1161.94,7/24/2025,PO-0021,Mia Johansson
TXN-00772,PAC-EDG-212,RIO-002,TRANSFER,-26,760.53,2/17/2025,PO-0044,Ben Williams
TXN-00773,TOO-VER-030,TOK-001,RECEIPT,71,1708.35,6/24/2025,PO-0029,Zoey Martin
TXN-00774,TOO-SOC-067,DAL-003,ISSUE,-403,846.96,2/12/2025,PO-0099,Ali Reza
TXN-00775,TOO-BEA-069,BRA-003,RECEIPT,446,219.03,7/27/2025,PO-0066,Tariq Abdullah
TXN-00776,LIG-HEA-172,DEL-002,TRANSFER,-35,1640.76,5/24/2025,PO-0059,Alicia Thomas
TXN-00777,RAW-FIB-029,DEL-002,TRANSFER,-322,777.56,2/27/2025,PO-0072,Sophia Miller
TXN-00778,MEC-CHA-130,DEL-002,RECEIPT,332,690.83,3/3/2025,PO-0027,James Walker
TXN-00779,MEC-LEV-041,NAG-003,ISSUE,-372,1774.88,5/25/2025,PO-0098,Mei Lin
TXN-00780,TOO-PRE-128,NAG-003,RECEIPT,88,2480.72,7/16/2025,PO-0047,Ivan Petrov
TXN-00781,LIG-SID-210,HYD-003,RECEIPT,444,715.28,3/24/2025,PO-0057,Anton Kuznetsov
TXN-00782,BRA-PAR-197,SAO-001,RECEIPT,135,890.46,6/2/2025,PO-0044,Pedro Ramos
TXN-00783,MEC-CHA-130,HYD-003,RECEIPT,146,690.83,5/7/2025,PO-0092,Alicia Thomas
TXN-00784,MEC-WAS-107,DAL-003,TRANSFER,-350,535.45,4/4/2025,PO-0020,Alicia Thomas
TXN-00785,CAB-GRO-193,FRA-003,ISSUE,-413,1826.74,3/31/2025,PO-0018,Natalie Becker
TXN-00786,LIG-SIG-110,BER-001,ISSUE,-469,1760.44,5/29/2025,PO-0067,Mohamed Ben Salah
TXN-00787,ELE-CON-175,DAL-003,RECEIPT,236,696.94,3/10/2025,PO-0099,Liam Johnson
TXN-00788,RAW-CAS-184,SAO-001,TRANSFER,-493,1947.26,2/18/2025,PO-0011,Emily Chan
TXN-00789,BRA-BRA-081,BER-001,RECEIPT,232,859.67,2/16/2025,PO-0051,Olivier Laurent
TXN-00790,PLA-SWI-010,OSA-002,TRANSFER,-87,1744.51,6/28/2025,PO-0008,Elif Yilmaz
TXN-00791,RAW-BRA-183,SAO-001,TRANSFER,-458,1058.19,6/14/2025,PO-0038,Anton Kuznetsov
TXN-00792,TOO-PUN-103,BRA-003,TRANSFER,-368,2029.74,6/22/2025,PO-0039,Akira Kobayashi
TXN-00793,PLA-AIR-191,DAL-003,ISSUE,-14,1757.43,4/13/2025,PO-0068,Marie Dubois
TXN-00794,BRA-BRA-038,NAG-003,ISSUE,-238,2193.83,7/15/2025,PO-0027,Freya Evans
TXN-00795,RAW-RUB-160,SAO-001,TRANSFER,-343,918.5,5/25/2025,PO-0090,Sebastian Miller
TXN-00796,QUA-SUR-208,SAO-001,TRANSFER,-217,1658.23,3/23/2025,PO-0039,Isla Thompson
TXN-00797,PLA-SWI-010,FRA-003,ISSUE,-209,1744.51,3/5/2025,PO-0067,Freya Evans
TXN-00798,TOO-TES-073,NEW-001,RECEIPT,271,1628.86,6/22/2025,PO-0040,Clara Weber
TXN-00799,LIG-DAY-088,SAO-001,TRANSFER,-91,857.44,2/6/2025,PO-0004,Mohamed Ben Salah
TXN-00800,MEC-BRA-139,TOK-001,ISSUE,-133,258.28,4/19/2025,PO-0093,Laila Haddad
TXN-00801,MEC-CHA-130,DEL-002,TRANSFER,-40,690.83,5/7/2025,PO-0034,Elif Yilmaz
TXN-00802,MEC-CHA-130,DAL-003,RECEIPT,34,690.83,7/17/2025,PO-0016,Ravi Shankar
TXN-00803,LIG-STE-077,TOK-001,TRANSFER,-12,279.17,5/28/2025,PO-0044,Hannah Becker
TXN-00804,BRA-BRA-207,NAG-003,TRANSFER,-299,401.95,7/11/2025,PO-0086,Gabriel Torres
TXN-00805,PLA-GEA-217,TOK-001,RECEIPT,189,730.89,4/18/2025,PO-0037,Martin Svensson
TXN-00806,QUA-DIA-201,RIO-002,TRANSFER,-303,2323.42,7/23/2025,PO-0018,Andreas Bauer
TXN-00807,LIG-HIG-097,FRA-003,TRANSFER,-136,747.65,2/27/2025,PO-0042,Clara Weber
TXN-00808,BRA-BRA-150,NEW-001,ISSUE,-242,366.36,2/26/2025,PO-0019,Andreas Bauer
TXN-00809,PLA-CEN-109,RIO-002,ISSUE,-51,1488.59,2/24/2025,PO-0008,Laila Haddad
TXN-00810,RAW-LEA-034,MUN-002,RECEIPT,238,2147.9,2/20/2025,PO-0048,Sara Cohen
TXN-00811,PAC-PAP-135,BER-001,TRANSFER,-296,2332.8,6/13/2025,PO-0100,Laura Rossi
TXN-00812,LIG-GLO-068,TOK-001,ISSUE,-335,2299.66,5/20/2025,PO-0057,Zara Khalid
TXN-00813,ELE-SPE-126,NAG-003,ISSUE,-431,2203.31,3/14/2025,PO-0019,Mei Lin
TXN-00814,ELE-TEM-033,MUN-002,TRANSFER,-244,674.35,3/6/2025,PO-0091,Aditya Varma
TXN-00815,LIG-PRO-136,DEL-002,TRANSFER,-118,2141.47,5/28/2025,PO-0061,Fatima Noor
TXN-00816,PAC-STR-192,HYD-003,TRANSFER,-199,2221.35,3/3/2025,PO-0078,Natalie Singh
TXN-00817,RAW-FIB-029,DEL-002,ISSUE,-302,777.56,4/16/2025,PO-0006,Clara Weber
TXN-00818,PAC-WIR-040,DEL-002,ISSUE,-166,2460.75,5/7/2025,PO-0039,Olivia Jones
TXN-00819,MEC-SPA-125,BAN-001,RECEIPT,82,138.51,7/1/2025,PO-0054,Takeshi Yamamoto
TXN-00820,RAW-TEX-079,BRA-003,ISSUE,-120,1933.48,3/19/2025,PO-0095,Zoey Martin
TXN-00821,LIG-DAS-001,DEL-002,TRANSFER,-188,244.87,2/18/2025,PO-0006,Anton Kuznetsov
TXN-00822,PAC-LAB-124,TOK-001,ISSUE,-299,144.97,5/27/2025,PO-0044,Katerina Ivanova
TXN-00823,LIG-HIG-097,MUN-002,TRANSFER,-436,747.65,7/6/2025,PO-0017,Olivier Laurent
TXN-00824,PAC-AIR-036,FRA-003,TRANSFER,-245,490.89,5/27/2025,PO-0086,Ravi Shankar
TXN-00825,CAB-POW-039,RIO-002,TRANSFER,-176,1495.46,2/23/2025,PO-0080,Martin Svensson
TXN-00826,RAW-RUB-160,BER-001,ISSUE,-129,918.5,5/13/2025,PO-0044,Freya Evans
TXN-00827,ELE-SEN-012,OSA-002,ISSUE,-386,134.85,4/13/2025,PO-0083,Mohammed Ali
TXN-00828,BRA-BRA-043,NAG-003,RECEIPT,302,1802.19,7/12/2025,PO-0099,Yasmine El-Gamal
TXN-00829,BRA-BRA-080,FRA-003,TRANSFER,-73,1336.54,7/15/2025,PO-0072,Isla Thompson
TXN-00830,TOO-SAW-050,TOK-001,TRANSFER,-305,2380.48,2/14/2025,PO-0073,Clara Weber
TXN-00831,LIG-DOO-049,SAO-001,ISSUE,-267,221.14,2/5/2025,PO-0016,Keiko Mori
TXN-00832,PAC-CLO-137,HYD-003,RECEIPT,150,2284.44,3/25/2025,PO-0032,Yasmine El-Gamal
TXN-00833,ELE-RAI-215,BRA-003,TRANSFER,-237,2155.79,2/22/2025,PO-0069,Tariq Abdullah
TXN-00834,RAW-POL-083,BER-001,TRANSFER,-33,448.58,6/6/2025,PO-0003,Emily Chan
TXN-00835,MEC-LAT-112,HYD-003,ISSUE,-22,1365.96,6/16/2025,PO-0041,Khaled Hamdan
TXN-00836,LIG-CAB-066,DEL-002,RECEIPT,60,1225.69,6/19/2025,PO-0022,Pedro Ramos
TXN-00837,BRA-BRA-037,HYD-003,ISSUE,-403,1607.29,2/23/2025,PO-0020,Diana Mihai
TXN-00838,QUA-FLO-105,OSA-002,RECEIPT,40,1131.78,7/8/2025,PO-0042,William Brown
TXN-00839,CAB-STA-007,NAG-003,RECEIPT,162,2316.65,5/11/2025,PO-0013,Omar Farouk
TXN-00840,BRA-BRA-037,BER-001,ISSUE,-142,1607.29,5/8/2025,PO-0016,Takeshi Yamamoto
TXN-00841,PLA-DOO-052,NEW-001,TRANSFER,-310,1041.96,4/2/2025,PO-0064,Aditya Varma
TXN-00842,CAB-GRO-193,FRA-003,ISSUE,-496,1826.74,3/2/2025,PO-0035,Zanele Dlamini
TXN-00843,LIG-HAL-082,MUN-002,TRANSFER,-218,2402.36,2/17/2025,PO-0062,Carlos Silva
TXN-00844,QUA-FLO-105,OSA-002,RECEIPT,477,1131.78,2/5/2025,PO-0035,Tuan Nguyen
TXN-00845,TOO-CUT-151,OSA-002,RECEIPT,136,1670.43,6/23/2025,PO-0084,Katerina Ivanova
TXN-00846,ELE-TEM-033,CHI-002,TRANSFER,-218,674.35,5/26/2025,PO-0011,Vinay Kumar
TXN-00847,PAC-WOO-129,NEW-001,RECEIPT,201,2082.04,6/19/2025,PO-0022,Katerina Ivanova
TXN-00848,MEC-LOC-063,FRA-003,ISSUE,-476,1024.92,6/23/2025,PO-0058,Sophia Miller
TXN-00849,LIG-DAS-001,RIO-002,ISSUE,-434,244.87,7/9/2025,PO-0038,Santiago Herrera
TXN-00850,BRA-BRA-043,BAN-001,RECEIPT,487,1802.19,6/4/2025,PO-0035,Camila Morales
TXN-00851,QUA-MUL-065,RIO-002,TRANSFER,-204,24.68,5/1/2025,PO-0081,Samuel Wright
TXN-00852,BRA-BRA-150,RIO-002,TRANSFER,-154,366.36,2/12/2025,PO-0021,Neha Kapoor
TXN-00853,PAC-CLO-137,TOK-001,RECEIPT,163,2284.44,2/23/2025,PO-0051,Ryan White
TXN-00854,BRA-BRA-032,RIO-002,RECEIPT,381,71.72,6/23/2025,PO-0036,Ben Williams
TXN-00855,MEC-NUT-054,TOK-001,TRANSFER,-500,1068.61,4/23/2025,PO-0088,Emily Chan
TXN-00856,ELE-ECU-163,CHI-002,TRANSFER,-241,744.9,4/11/2025,PO-0032,Keiko Mori
TXN-00857,RAW-POL-083,DAL-003,RECEIPT,245,448.58,7/4/2025,PO-0043,Emily Wang
TXN-00858,PAC-HON-178,HYD-003,TRANSFER,-482,1915.24,2/1/2025,PO-0078,Yara Mahmoud
TXN-00859,BRA-WHE-002,BRA-003,RECEIPT,354,1172.89,3/17/2025,PO-0053,Ali Reza
TXN-00860,CAB-TAI-179,NAG-003,ISSUE,-400,1938.18,5/12/2025,PO-0069,Isla Thompson
TXN-00861,BRA-BRA-202,BRA-003,TRANSFER,-343,690.44,2/20/2025,PO-0069,Carlos Silva
TXN-00862,TOO-PLI-214,RIO-002,TRANSFER,-237,956.72,7/23/2025,PO-0016,Aisha Khan
TXN-00863,PAC-SHR-209,BER-001,TRANSFER,-193,546.77,5/11/2025,PO-0023,Jason Zhao
TXN-00864,QUA-SUR-208,NAG-003,RECEIPT,73,1658.23,5/30/2025,PO-0048,Ines Costa
TXN-00865,TOO-RIV-114,BAN-001,RECEIPT,390,1177.06,2/6/2025,PO-0098,Rania El-Sayed
TXN-00866,ELE-CON-175,BRA-003,TRANSFER,-193,696.94,3/22/2025,PO-0012,Marie Dubois
TXN-00867,CAB-ABS-161,CHI-002,TRANSFER,-123,447.34,4/1/2025,PO-0064,James Walker
TXN-00868,PLA-SWI-010,CHI-002,ISSUE,-473,1744.51,7/31/2025,PO-0091,Tariq Abdullah
TXN-00869,MEC-NUT-054,BAN-001,RECEIPT,430,1068.61,7/14/2025,PO-0051,Ananya Iyer
TXN-00870,RAW-COP-072,TOK-001,TRANSFER,-262,1181.06,3/16/2025,PO-0071,Ines Costa
TXN-00871,PLA-SEA-169,NAG-003,TRANSFER,-354,358.04,7/25/2025,PO-0078,Lucia Alvarez
TXN-00872,QUA-HAR-045,DEL-002,TRANSFER,-75,1665.67,2/17/2025,PO-0017,Victor Ivanov
TXN-00873,BRA-BRA-146,RIO-002,RECEIPT,461,1738.06,6/14/2025,PO-0094,Katerina Ivanova
TXN-00874,RAW-GLA-071,NEW-001,TRANSFER,-21,1905.46,7/28/2025,PO-0087,Gabriel Torres
TXN-00875,MEC-FAS-158,CHI-002,TRANSFER,-296,1595.18,5/28/2025,PO-0001,Laila Haddad
TXN-00876,BRA-BRA-165,OSA-002,TRANSFER,-36,1978.8,4/24/2025,PO-0056,Natalie Singh
TXN-00877,RAW-GLA-071,DEL-002,TRANSFER,-275,1905.46,5/31/2025,PO-0064,James Walker
TXN-00878,ELE-RAD-133,SAO-001,RECEIPT,462,2053.17,3/30/2025,PO-0007,Rania El-Sayed
TXN-00879,RAW-CER-108,FRA-003,ISSUE,-171,1384.46,2/2/2025,PO-0051,Ines Costa
TXN-00880,QUA-THI-086,DEL-002,TRANSFER,-423,1428.93,2/7/2025,PO-0095,Julia Novak
TXN-00881,RAW-STA-177,BER-001,RECEIPT,479,840.44,4/5/2025,PO-0026,Abdul Rahman
TXN-00882,TOO-CAB-085,CHI-002,RECEIPT,330,2078.52,7/11/2025,PO-0013,Carlos Silva
TXN-00883,PAC-SIL-123,BER-001,RECEIPT,313,1016.4,7/11/2025,PO-0043,Sofia Garcia
TXN-00884,MEC-BOL-064,DEL-002,ISSUE,-132,2083.9,4/29/2025,PO-0007,Ivan Petrov
TXN-00885,QUA-LEA-134,SAO-001,RECEIPT,493,1121.9,2/19/2025,PO-0100,Camila Morales
TXN-00886,LIG-TRU-159,MUN-002,RECEIPT,330,1619.39,5/26/2025,PO-0075,Daniel Kim
TXN-00887,QUA-COL-022,BAN-001,RECEIPT,203,297.42,4/22/2025,PO-0089,Tom Novak
TXN-00888,QUA-DIA-201,HYD-003,RECEIPT,480,2323.42,5/25/2025,PO-0008,Igor Popov
TXN-00889,QUA-COA-157,OSA-002,ISSUE,-43,2261.35,2/27/2025,PO-0087,Zanele Dlamini
TXN-00890,RAW-FOA-144,BAN-001,ISSUE,-445,1714.15,5/9/2025,PO-0052,Chloe Smith
TXN-00891,LIG-TRU-159,SAO-001,ISSUE,-129,1619.39,7/4/2025,PO-0085,Dmitri Fedorov
TXN-00892,PAC-PAC-003,MUN-002,ISSUE,-247,1823.25,5/21/2025,PO-0080,Dmitri Fedorov
TXN-00893,TOO-HAM-026,DAL-003,TRANSFER,-490,1596.41,7/23/2025,PO-0004,Ella Fischer
TXN-00894,ELE-RAD-133,DAL-003,TRANSFER,-108,2053.17,2/28/2025,PO-0014,Liam Johnson
TXN-00895,ELE-MAP-153,NAG-003,RECEIPT,313,1728.88,3/22/2025,PO-0074,Grace O'Connor
TXN-00896,BRA-BRA-164,FRA-003,ISSUE,-191,360.48,5/19/2025,PO-0062,Akira Kobayashi
TXN-00897,LIG-TRU-159,MUN-002,RECEIPT,134,1619.39,3/8/2025,PO-0006,Zanele Dlamini
TXN-00898,ELE-TEM-033,CHI-002,TRANSFER,-233,674.35,6/12/2025,PO-0084,Alicia Thomas
TXN-00899,TOO-TOR-092,CHI-002,TRANSFER,-463,1663.26,6/19/2025,PO-0100,Nora Lindberg
TXN-00900,BRA-BRA-038,MUN-002,ISSUE,-318,2193.83,4/29/2025,PO-0038,Anna Petrova
TXN-00901,PAC-PAC-003,FRA-003,TRANSFER,-346,1823.25,7/24/2025,PO-0019,Zanele Dlamini
TXN-00902,ELE-TRA-061,FRA-003,TRANSFER,-449,806.08,2/14/2025,PO-0055,Sebastian Miller
TXN-00903,PLA-CUP-051,NEW-001,TRANSFER,-475,376.91,3/24/2025,PO-0009,Emily Chan
TXN-00904,LIG-DOO-049,OSA-002,ISSUE,-365,221.14,7/28/2025,PO-0060,Camila Morales
TXN-00905,PAC-HON-178,DAL-003,TRANSFER,-299,1915.24,4/27/2025,PO-0079,Igor Popov
TXN-00906,RAW-CER-108,DAL-003,RECEIPT,63,1384.46,5/28/2025,PO-0006,Chen Xi
TXN-00907,QUA-VIB-057,BRA-003,RECEIPT,337,2039.37,3/30/2025,PO-0089,Ahmed Khan
TXN-00908,MEC-PUL-120,TOK-001,RECEIPT,132,1180.33,6/4/2025,PO-0095,Jason Zhao
TXN-00909,PAC-SHR-209,DAL-003,TRANSFER,-202,546.77,3/25/2025,PO-0052,William Brown
TXN-00910,PAC-EDG-212,BAN-001,ISSUE,-15,760.53,2/19/2025,PO-0046,Carlos Silva
TXN-00911,CAB-BON-143,DEL-002,RECEIPT,158,2182.23,5/24/2025,PO-0025,Elif Yilmaz
TXN-00912,BRA-BRA-150,BRA-003,ISSUE,-32,366.36,2/8/2025,PO-0026,Raj Patel
TXN-00913,TOO-TES-073,HYD-003,RECEIPT,463,1628.86,4/9/2025,PO-0093,Mia Johansson
TXN-00914,ELE-TOU-087,RIO-002,TRANSFER,-135,2128.87,3/18/2025,PO-0026,Emily Wang
TXN-00915,CAB-BAT-046,RIO-002,ISSUE,-476,1374.36,2/26/2025,PO-0003,Sara Cohen
TXN-00916,PAC-AIR-036,BER-001,TRANSFER,-413,490.89,3/1/2025,PO-0044,Lea Zimmermann
TXN-00917,RAW-TEX-079,MUN-002,RECEIPT,199,1933.48,5/7/2025,PO-0085,Abdul Rahman
TXN-00918,PAC-PAP-135,SAO-001,TRANSFER,-461,2332.8,5/23/2025,PO-0092,Tom Novak
TXN-00919,PLA-GRI-031,HYD-003,RECEIPT,416,2315.15,3/21/2025,PO-0025,Gabriel Torres
TXN-00920,LIG-HIG-097,NAG-003,ISSUE,-172,747.65,7/4/2025,PO-0055,Vinay Kumar
TXN-00921,MEC-LOC-063,BRA-003,RECEIPT,400,1024.92,7/8/2025,PO-0076,Ines Costa
TXN-00922,PLA-DOO-219,FRA-003,ISSUE,-414,2112.77,3/11/2025,PO-0042,David Lopez
TXN-00923,BRA-ABS-014,OSA-002,ISSUE,-456,308.52,3/5/2025,PO-0066,Salma Nasser
TXN-00924,ELE-SPE-126,NEW-001,TRANSFER,-51,2203.31,6/1/2025,PO-0085,Marie Dubois
TXN-00925,PLA-PIL-017,HYD-003,TRANSFER,-208,1682.51,7/16/2025,PO-0097,Aditya Varma
TXN-00926,BRA-BRA-096,MUN-002,TRANSFER,-247,1849.13,3/18/2025,PO-0042,Andreas Bauer
TXN-00927,BRA-BRA-096,FRA-003,TRANSFER,-257,1849.13,6/7/2025,PO-0061,Yuki Tanaka
TXN-00928,CAB-DOO-149,BER-001,TRANSFER,-481,206.63,6/30/2025,PO-0084,Fatima Noor
TXN-00929,MEC-NUT-054,NEW-001,RECEIPT,241,1068.61,4/2/2025,PO-0051,Samuel Wright
TXN-00930,RAW-TEX-079,BER-001,ISSUE,-302,1933.48,3/13/2025,PO-0048,Sofia Garcia
TXN-00931,MEC-HOO-141,DEL-002,RECEIPT,394,2423.32,2/22/2025,PO-0038,Chiara Romano
TXN-00932,ELE-RAD-133,DAL-003,RECEIPT,308,2053.17,2/11/2025,PO-0060,Aditya Varma
TXN-00933,RAW-RUB-160,DAL-003,ISSUE,-240,918.5,5/31/2025,PO-0056,Natalie Singh
TXN-00934,PAC-PLA-095,SAO-001,ISSUE,-172,1859.77,4/11/2025,PO-0049,Carlos Silva
TXN-00935,CAB-BAT-046,MUN-002,RECEIPT,145,1374.36,7/16/2025,PO-0010,Aisha Khan
TXN-00936,QUA-COL-022,CHI-002,TRANSFER,-272,297.42,6/20/2025,PO-0083,Isla Thompson
TXN-00937,BRA-BRA-202,CHI-002,RECEIPT,60,690.44,3/3/2025,PO-0010,James Walker
TXN-00938,PLA-SWI-010,FRA-003,RECEIPT,180,1744.51,3/23/2025,PO-0087,Ivan Petrov
TXN-00939,QUA-MUL-065,CHI-002,TRANSFER,-427,24.68,7/25/2025,PO-0036,Ines Costa
TXN-00940,MEC-CRA-181,TOK-001,RECEIPT,447,2167.46,6/20/2025,PO-0034,Liam Johnson
TXN-00941,CAB-FUE-198,CHI-002,ISSUE,-431,1505.02,4/30/2025,PO-0052,Haruto Saito
TXN-00942,TOO-SPA-211,TOK-001,TRANSFER,-16,777.96,6/1/2025,PO-0084,Aditya Varma
TXN-00943,QUA-CAL-195,HYD-003,ISSUE,-126,2081.11,3/31/2025,PO-0093,Victor Hugo
TXN-00944,MEC-NUT-054,MUN-002,RECEIPT,274,1068.61,7/1/2025,PO-0071,Alicia Thomas
TXN-00945,MEC-PUL-120,NAG-003,ISSUE,-184,1180.33,2/22/2025,PO-0041,Ines Costa
TXN-00946,LIG-SIG-110,SAO-001,TRANSFER,-223,1760.44,3/26/2025,PO-0057,Ravi Shankar
TXN-00947,PLA-DOO-219,FRA-003,RECEIPT,201,2112.77,3/8/2025,PO-0074,Grace O'Connor
TXN-00948,RAW-TEX-079,NAG-003,RECEIPT,265,1933.48,7/19/2025,PO-0046,Emily Chan
TXN-00949,ELE-ELE-058,BER-001,ISSUE,-361,406.3,5/15/2025,PO-0098,Priya Desai
TXN-00950,RAW-STA-177,FRA-003,ISSUE,-176,840.44,7/1/2025,PO-0003,Lucia Alvarez
TXN-00951,BRA-BRA-202,BAN-001,RECEIPT,88,690.44,4/26/2025,PO-0073,Elif Yilmaz
TXN-00952,LIG-XEN-205,TOK-001,TRANSFER,-303,946.72,5/12/2025,PO-0049,Lea Zimmermann
TXN-00953,PLA-STO-101,DEL-002,TRANSFER,-207,638.67,3/21/2025,PO-0061,Lucas Schmidt
TXN-00954,TOO-CAB-085,TOK-001,ISSUE,-337,2078.52,4/19/2025,PO-0012,Abdul Rahman
TXN-00955,ELE-STE-027,OSA-002,TRANSFER,-100,34.08,2/9/2025,PO-0089,Tariq Abdullah
TXN-00956,ELE-SPE-126,BAN-001,RECEIPT,111,2203.31,2/18/2025,PO-0050,Pedro Ramos
TXN-00957,RAW-ALU-053,NEW-001,ISSUE,-347,1005.14,6/15/2025,PO-0009,Ella Fischer
TXN-00958,TOO-GRI-015,DAL-003,TRANSFER,-15,214.14,3/16/2025,PO-0042,Natalie Singh
